Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,date,source
Mar 2016,27,11,8,5,3,23,1,640,784,31,10,58,4.0%,1.3%,7.4%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2016,27,9,9,4,5,23,1,640,650,38,12,63,5.8%,1.8%,9.7%,15,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2016,27,7,9,3,8,23,1,640,665,51,20,78,7.7%,3.0%,11.7%,17,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2016,27,5,9,4,9,22,1,640,648,56,24,89,8.6%,3.7%,13.7%,19,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2016,15,15,0,0,0,13,0,409,451,4,1,10,0.9%,0.2%,2.2%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,17,15,2,0,0,15,0,449,531,5,2,14,0.9%,0.4%,2.6%,2,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,18,15,3,0,0,13,0,475,417,8,2,18,1.9%,0.5%,4.3%,3,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,18,14,3,1,0,15,0,475,431,9,4,21,2.1%,0.9%,4.9%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,18,13,4,1,0,16,0,475,449,12,4,21,2.7%,0.9%,4.7%,5,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,18,9,4,4,1,16,0,475,505,15,7,29,3.0%,1.4%,5.7%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,19,9,5,4,1,16,0,475,531,16,8,32,3.0%,1.5%,6.0%,10,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,19,7,3,8,1,17,0,500,599,19,10,40,3.2%,1.7%,6.7%,12,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,20,7,4,7,2,16,0,532,493,21,11,41,4.3%,2.2%,8.3%,11,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,20,6,4,6,4,19,0,557,577,24,15,48,4.2%,2.6%,8.3%,14,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,20,6,3,4,7,19,0,557,602,29,17,51,4.8%,2.8%,8.5%,14,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,16,16,0,0,0,15,0,487,497,1,0,10,0.2%,0.0%,2.0%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,17,16,1,0,0,15,0,507,534,2,0,14,0.4%,0.0%,2.6%,1,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,17,16,1,0,0,15,0,507,564,4,0,21,0.7%,0.0%,3.7%,1,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,18,13,5,0,0,14,0,564,516,5,0,24,1.0%,0.0%,4.7%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,18,16,2,0,0,16,0,564,542,9,1,31,1.7%,0.2%,5.7%,2,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,18,11,6,1,0,17,0,564,559,9,2,32,1.6%,0.4%,5.7%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,19,10,8,1,0,19,0,584,627,11,4,37,1.8%,0.6%,5.9%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,20,7,9,3,1,20,0,604,665,17,4,39,2.6%,0.6%,5.9%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,21,7,5,8,1,20,0,625,695,22,7,52,3.2%,1.0%,7.5%,14,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,23,6,5,11,1,15,0,665,516,22,9,63,4.3%,1.7%,12.2%,10,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,23,5,6,10,2,17,0,665,570,28,10,68,4.9%,1.8%,11.9%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,23,5,4,7,7,19,0,665,615,29,17,80,4.7%,2.8%,13.0%,15,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,21,21,0,0,0,16,1,532,554,2,1,6,0.4%,0.2%,1.1%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,20,20,0,0,0,16,0,530,582,3,4,10,0.5%,0.7%,1.7%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,20,17,3,0,0,16,0,530,609,9,4,19,1.5%,0.7%,3.1%,3,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,20,12,7,1,0,15,0,530,481,11,6,26,2.3%,1.2%,5.4%,8,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,20,8,11,1,0,15,0,530,490,12,6,28,2.4%,1.2%,5.7%,11,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,20,5,11,4,0,15,0,530,500,13,9,32,2.6%,1.8%,6.4%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,20,4,6,7,3,16,0,530,529,13,10,36,2.5%,1.9%,6.8%,14,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,21,5,6,3,7,18,0,555,576,14,11,37,2.4%,1.9%,6.4%,15,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,22,4,7,4,7,19,0,575,607,17,11,43,2.8%,1.8%,7.1%,16,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,21,3,6,5,7,14,1,561,493,17,11,44,3.4%,2.2%,8.9%,12,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2019,22,4,5,4,9,15,0,581,550,19,13,46,3.5%,2.4%,8.4%,12,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,23,3,6,4,10,18,0,601,601,22,13,50,3.7%,2.2%,8.3%,16,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,21,20,1,0,0,17,0,560,585,4,1,5,0.7%,0.2%,0.9%,1,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,21,17,3,1,0,17,0,560,604,4,2,11,0.7%,0.3%,1.8%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,21,15,2,3,1,17,0,560,624,6,2,19,1.0%,0.3%,3.0%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,21,12,4,2,3,13,0,560,485,7,6,22,1.4%,1.2%,4.5%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,21,11,3,4,3,13,0,560,491,7,9,28,1.4%,1.8%,5.7%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,21,10,3,4,4,14,0,560,508,8,9,30,1.6%,1.8%,5.9%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2020,22,8,5,4,5,15,0,580,545,8,10,33,1.5%,1.8%,6.1%,12,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2020,23,7,5,6,5,18,0,616,597,8,11,35,1.3%,1.8%,5.9%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2020,23,6,4,5,8,18,0,616,636,11,13,39,1.7%,2.0%,6.1%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2020,23,6,3,6,8,11,0,616,427,12,13,41,2.8%,3.0%,9.6%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2020,25,7,4,4,10,13,0,656,479,14,16,43,2.9%,3.3%,9.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2020,25,6,3,3,13,13,1,656,494,18,32,55,3.6%,6.5%,11.1%,11,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,21,21,0,0,0,10,0,413,409,0,0,0,0.0%,0.0%,0.0%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,21,19,2,0,0,9,0,413,395,0,0,0,0.0%,0.0%,0.0%,2,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,21,17,4,0,0,10,0,413,424,0,0,0,0.0%,0.0%,0.0%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,21,16,3,1,1,9,0,413,319,0,0,0,0.0%,0.0%,0.0%,5,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,21,16,2,2,1,8,0,413,313,0,0,0,0.0%,0.0%,0.0%,5,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,21,14,4,2,1,8,0,413,316,0,0,0,0.0%,0.0%,0.0%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,22,13,4,3,2,9,0,433,339,0,0,0,0.0%,0.0%,0.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,22,12,3,4,3,10,0,433,358,0,0,0,0.0%,0.0%,0.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,23,11,4,3,5,13,0,458,406,0,0,0,0.0%,0.0%,0.0%,11,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,21,8,3,3,7,8,0,458,312,0,0,0,0.0%,0.0%,0.0%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,21,8,3,2,8,9,0,458,362,0,0,0,0.0%,0.0%,0.0%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,23,9,4,1,9,15,0,498,448,0,0,0,0.0%,0.0%,0.0%,13,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,23,23,0,0,0,15,0,451,461,0,0,0,0.0%,0.0%,0.0%,0,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,23,21,2,0,0,16,0,451,480,0,0,0,0.0%,0.0%,0.0%,2,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,23,19,3,0,1,16,0,451,519,0,0,0,0.0%,0.0%,0.0%,4,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,20,14,4,1,1,10,0,451,382,0,0,0,0.0%,0.0%,0.0%,5,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,20,14,4,1,1,10,0,451,389,0,0,0,0.0%,0.0%,0.0%,5,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,20,14,2,2,2,11,0,451,403,0,0,0,0.0%,0.0%,0.0%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,20,14,0,3,3,11,0,451,414,0,0,0,0.0%,0.0%,0.0%,6,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,20,13,1,0,6,11,0,451,431,0,0,0,0.0%,0.0%,0.0%,7,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,17,8,2,1,6,9,0,424,327,0,0,0,0.0%,0.0%,0.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,17,8,2,1,6,9,0,424,327,0,0,0,0.0%,0.0%,0.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,17,7,3,1,6,9,0,421,331,0,0,0,0.0%,0.0%,0.0%,9,D,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2015,31,31,0,0,0,21,0,621,713,2,0,1,0.3%,0.0%,0.1%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2015,31,31,0,0,0,21,0,697,737,5,0,3,0.7%,0.0%,0.4%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2015,30,29,1,0,0,22,0,698,778,6,0,8,0.8%,0.0%,1.0%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2015,28,27,1,0,0,13,1,635,549,12,1,13,2.2%,0.2%,2.4%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2015,28,25,3,0,0,16,2,669,616,12,1,21,1.9%,0.2%,3.4%,3,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2015,29,24,5,0,0,17,3,699,643,14,1,27,2.2%,0.2%,4.2%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2016,29,24,5,0,0,18,4,699,657,15,1,29,2.3%,0.2%,4.4%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2016,29,24,4,1,0,18,4,699,671,16,1,32,2.4%,0.1%,4.8%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2016,29,18,6,5,0,19,4,699,707,17,1,33,2.4%,0.1%,4.7%,11,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2016,27,14,8,4,1,13,2,698,478,15,3,41,3.1%,0.6%,8.6%,9,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2016,28,14,8,5,1,15,2,723,565,20,3,45,3.5%,0.5%,8.0%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2016,28,13,6,4,5,15,3,723,601,29,8,49,4.8%,1.3%,8.2%,12,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2016,20,20,0,0,0,13,0,428,469,0,0,7,0.0%,0.0%,1.5%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,19,19,0,0,0,13,0,420,473,0,0,12,0.0%,0.0%,2.5%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,19,16,3,0,0,9,0,420,361,0,2,15,0.0%,0.6%,4.2%,3,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,19,15,4,0,0,10,1,420,378,0,2,16,0.0%,0.5%,4.2%,4,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,19,14,5,0,0,10,2,420,393,0,2,18,0.0%,0.5%,4.6%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,19,13,5,1,0,10,2,420,409,3,3,21,0.7%,0.7%,5.1%,6,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,20,13,5,2,0,12,1,450,464,4,3,24,0.9%,0.6%,5.2%,7,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,21,9,10,2,0,13,1,470,500,8,4,34,1.6%,0.8%,6.8%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,21,9,8,4,0,12,1,472,413,9,4,37,2.2%,1.0%,9.0%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,22,10,8,4,0,12,1,492,425,10,5,38,2.4%,1.2%,8.9%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,23,10,5,4,4,16,1,525,550,18,9,41,3.3%,1.6%,7.5%,12,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,23,23,0,0,0,17,0,555,568,1,0,0,0.2%,0.0%,0.0%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,24,24,0,0,0,18,0,577,606,3,0,4,0.5%,0.0%,0.7%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,25,24,1,0,0,19,0,602,661,3,0,7,0.5%,0.0%,1.1%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,24,23,1,0,0,12,0,602,483,3,0,11,0.6%,0.0%,2.3%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,24,23,1,0,0,11,0,602,490,5,0,14,1.0%,0.0%,2.9%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,24,23,1,0,0,12,1,602,527,6,0,14,1.1%,0.0%,2.7%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,24,22,2,0,0,14,1,602,548,6,0,16,1.1%,0.0%,2.9%,2,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,24,14,9,1,0,16,2,602,567,7,2,18,1.2%,0.4%,3.2%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,25,14,10,1,0,17,1,622,598,7,2,22,1.2%,0.3%,3.7%,11,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,25,13,11,0,1,11,1,616,479,9,2,25,1.9%,0.4%,5.2%,9,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,26,12,9,4,1,13,1,639,538,16,2,36,3.0%,0.4%,6.7%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,26,11,7,6,2,14,0,639,614,25,4,47,4.1%,0.7%,7.7%,10,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,20,20,0,0,0,11,0,492,505,0,0,2,0.0%,0.0%,0.4%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,21,21,0,0,0,12,0,519,545,1,0,4,0.2%,0.0%,0.7%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,21,21,0,0,0,12,0,519,554,2,0,9,0.4%,0.0%,1.6%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,22,21,1,0,0,9,0,540,441,3,0,10,0.7%,0.0%,2.3%,1,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,22,20,2,0,0,9,0,540,440,3,0,12,0.7%,0.0%,2.7%,2,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,22,18,4,0,0,9,0,540,448,5,1,15,1.1%,0.2%,3.3%,2,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,22,17,3,2,0,9,0,540,455,5,1,16,1.1%,0.2%,3.5%,3,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,22,14,5,3,0,10,0,540,474,6,1,20,1.3%,0.2%,4.2%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,24,15,5,2,2,12,0,592,541,8,1,24,1.5%,0.2%,4.4%,6,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,23,14,3,4,2,9,0,594,392,9,2,25,2.3%,0.5%,6.4%,4,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2019,23,14,2,3,4,11,0,596,438,13,2,27,3.0%,0.5%,6.2%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,23,14,2,2,5,14,2,596,483,13,3,28,2.7%,0.6%,5.8%,8,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,19,19,0,0,0,13,0,381,393,0,0,2,0.0%,0.0%,0.5%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,19,19,0,0,0,13,1,381,414,0,1,7,0.0%,0.2%,1.7%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,19,19,0,0,0,13,1,381,427,0,1,9,0.0%,0.2%,2.1%,0,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,17,14,2,1,0,10,1,372,358,0,2,11,0.0%,0.6%,3.1%,3,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,17,11,5,1,0,10,1,372,366,0,2,13,0.0%,0.5%,3.6%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,18,11,5,1,1,10,2,375,385,1,2,14,0.3%,0.5%,3.6%,5,E,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
