Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,area,date,source
Nov 2019,4,1,3,0,0,4,0,111,122,1,0,3,0.8%,0.0%,2.5%,3,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,1,2,1,0,4,0,111,127,2,0,3,1.6%,0.0%,2.4%,3,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,1,1,2,0,4,0,111,132,2,0,3,1.5%,0.0%,2.3%,3,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,5,1,1,2,1,4,0,131,159,2,0,3,1.3%,0.0%,1.9%,4,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,5,1,1,1,2,4,0,131,163,4,0,3,2.5%,0.0%,1.8%,4,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,5,1,0,2,2,4,0,131,118,5,0,5,4.2%,0.0%,4.2%,3,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,5,1,0,1,3,4,0,131,124,5,0,5,4.0%,0.0%,4.0%,3,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,5,1,0,0,4,5,0,131,129,6,1,6,4.7%,0.8%,4.7%,4,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,5,5,0,0,0,2,0,68,68,0,0,0,0.0%,0.0%,0.0%,0,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,5,5,0,0,0,3,0,68,80,0,0,0,0.0%,0.0%,0.0%,0,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,5,4,1,0,0,3,0,68,80,0,0,0,0.0%,0.0%,0.0%,1,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,5,4,1,0,0,2,0,68,64,0,0,0,0.0%,0.0%,0.0%,0,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,5,4,1,0,0,3,0,68,65,0,0,0,0.0%,0.0%,0.0%,1,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,5,4,1,0,0,3,0,68,65,0,0,0,0.0%,0.0%,0.0%,1,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,5,3,1,1,0,3,0,68,68,0,0,0,0.0%,0.0%,0.0%,2,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,3,1,1,0,3,0,68,69,0,0,0,0.0%,0.0%,0.0%,2,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,6,4,0,1,1,4,0,88,95,0,0,0,0.0%,0.0%,0.0%,2,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,4,2,0,1,1,4,0,89,88,0,0,0,0.0%,0.0%,0.0%,2,O,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,3,3,0,0,0,3,0,82,91,0,2,0,0.0%,2.2%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,3,2,1,0,0,3,0,82,100,1,3,2,1.0%,3.0%,2.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,3,2,0,1,0,3,0,82,104,4,4,4,3.8%,3.8%,3.8%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,4,2,1,1,0,4,0,120,109,4,4,5,3.7%,3.7%,4.6%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,4,2,1,0,1,4,0,120,111,4,4,5,3.6%,3.6%,4.5%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,4,2,1,0,1,4,0,120,116,4,4,5,3.4%,3.4%,4.3%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,4,1,2,0,1,4,0,120,124,4,4,5,3.2%,3.2%,4.0%,3,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,4,1,1,1,1,4,0,120,136,5,4,6,3.7%,2.9%,4.4%,3,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,4,1,1,1,1,4,0,120,139,5,4,6,3.6%,2.9%,4.3%,3,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,4,1,1,1,1,2,0,120,81,6,4,7,7.4%,4.9%,8.6%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,4,1,1,1,1,2,0,120,85,6,4,8,7.1%,4.7%,9.4%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,4,1,0,1,2,3,0,120,92,7,6,8,7.6%,6.5%,8.7%,3,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,4,4,0,0,0,3,0,118,121,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,3,1,0,0,3,0,118,125,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,3,1,0,0,3,0,118,125,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,4,3,1,0,0,3,0,118,90,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,4,3,1,0,0,3,0,118,94,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,2,2,0,0,3,0,118,97,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,2,2,0,0,3,0,118,111,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,4,2,1,1,0,3,0,118,124,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,4,2,1,0,1,3,0,118,127,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,4,2,0,1,1,2,0,118,82,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,4,1,1,1,1,2,0,118,85,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,4,1,0,1,2,2,0,118,89,3,1,0,3.4%,1.1%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,4,0,0,0,3,0,82,85,0,0,0,0.0%,0.0%,0.0%,0,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,4,3,1,0,0,3,0,82,88,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,4,3,0,1,0,3,0,82,92,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,4,2,1,1,0,2,0,82,78,0,0,0,0.0%,0.0%,0.0%,1,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,4,2,1,1,0,3,0,82,82,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,4,2,0,2,0,3,0,82,83,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,4,2,0,1,1,3,0,82,83,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,3,0,1,1,4,0,106,111,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,5,3,0,1,1,4,0,106,115,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,5,2,1,1,1,2,1,106,86,0,0,0,0.0%,0.0%,0.0%,2,O,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,3,1,0,0,4,0,116,134,3,1,3,2.2%,0.7%,2.2%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,3,1,0,0,4,0,124,148,3,1,5,2.0%,0.7%,3.4%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,1,3,0,0,3,0,124,110,5,2,12,4.5%,1.8%,10.9%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,1,3,0,0,3,0,124,122,6,2,14,4.9%,1.6%,11.5%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,1,3,0,0,3,0,124,128,7,2,15,5.5%,1.6%,11.7%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,5,2,1,2,0,4,0,144,156,7,2,16,4.5%,1.3%,10.3%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,5,2,1,2,0,4,0,144,161,8,2,19,5.0%,1.2%,11.8%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,6,2,1,2,1,5,0,164,194,14,4,25,7.2%,2.1%,12.9%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,6,2,1,1,2,5,0,164,147,15,4,25,10.2%,2.7%,17.0%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,6,2,1,1,2,5,0,164,151,16,4,25,10.6%,2.6%,16.6%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,7,3,1,0,3,6,0,185,179,16,5,26,8.9%,2.8%,14.5%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,4,3,1,0,0,2,0,94,105,2,0,2,1.9%,0.0%,1.9%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,4,3,1,0,0,2,0,94,112,3,0,4,2.7%,0.0%,3.6%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,5,4,1,0,0,3,0,114,140,4,0,5,2.9%,0.0%,3.6%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,5,4,0,1,0,3,0,114,103,6,0,5,5.8%,0.0%,4.9%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,6,5,0,1,0,4,0,135,128,6,0,5,4.7%,0.0%,3.9%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,6,5,0,1,0,4,0,137,130,6,0,5,4.6%,0.0%,3.8%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,6,4,0,2,0,4,0,137,143,11,0,10,7.7%,0.0%,7.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,6,3,1,2,0,5,0,137,159,12,0,14,7.5%,0.0%,8.8%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,6,3,0,2,1,5,0,137,165,18,4,17,10.9%,2.4%,10.3%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,5,2,0,1,2,3,1,129,121,20,4,20,16.5%,3.3%,16.5%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,5,2,0,1,2,3,1,129,126,20,4,20,15.9%,3.2%,15.9%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,5,2,0,1,2,3,0,129,113,24,4,24,21.2%,3.5%,21.2%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,5,5,0,0,0,4,0,129,134,0,0,2,0.0%,0.0%,1.5%,0,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,5,4,0,1,0,4,0,129,139,2,0,3,1.4%,0.0%,2.2%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,5,4,0,0,1,4,0,129,136,4,0,3,2.9%,0.0%,2.2%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,4,3,0,0,1,3,0,129,102,6,0,4,5.9%,0.0%,3.9%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,4,2,1,0,1,3,0,129,104,8,0,5,7.7%,0.0%,4.8%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,4,2,0,1,1,3,0,129,108,9,0,7,8.3%,0.0%,6.5%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,4,2,0,0,2,3,0,129,111,9,0,9,8.1%,0.0%,8.1%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,4,1,1,0,2,3,0,129,128,9,0,10,7.0%,0.0%,7.8%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,4,1,1,0,2,3,0,129,140,11,0,12,7.9%,0.0%,8.6%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,5,2,1,0,2,3,0,149,107,12,0,14,11.2%,0.0%,13.1%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,5,2,1,0,2,3,0,149,119,12,0,15,10.1%,0.0%,12.6%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,5,2,1,0,2,3,0,149,129,12,0,17,9.3%,0.0%,13.2%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,4,3,0,1,0,2,0,116,123,0,0,1,0.0%,0.0%,0.8%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,3,0,0,1,2,0,116,128,1,1,1,0.8%,0.8%,0.8%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,3,0,0,1,2,0,116,133,1,1,2,0.8%,0.8%,1.5%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,3,2,0,0,1,2,0,116,88,1,3,4,1.1%,3.4%,4.5%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,3,2,0,0,1,2,0,116,93,1,5,5,1.1%,5.4%,5.4%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,3,1,1,0,1,2,0,116,101,2,7,8,2.0%,6.9%,7.9%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,3,0,1,0,2,2,0,116,107,5,7,10,4.7%,6.5%,9.3%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,3,0,1,0,2,2,1,116,116,5,7,10,4.3%,6.0%,8.6%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,3,0,1,0,2,3,0,116,123,8,9,12,6.5%,7.3%,9.8%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,4,1,1,0,2,4,0,136,115,8,10,16,7.0%,8.7%,13.9%,3,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,4,0,2,0,2,4,0,136,118,8,10,17,6.8%,8.5%,14.4%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,4,0,1,0,3,4,0,136,127,9,19,21,7.1%,15.0%,16.5%,4,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,3,1,0,0,2,0,83,90,0,0,0,0.0%,0.0%,0.0%,0,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,4,2,0,2,0,2,0,83,94,0,0,0,0.0%,0.0%,0.0%,1,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,4,2,0,1,1,2,1,83,96,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,4,2,0,0,2,2,0,83,81,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,4,2,0,0,2,2,0,83,82,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,4,2,0,0,2,2,0,83,87,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,4,1,1,0,2,2,0,83,91,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,4,1,1,0,2,2,0,83,97,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,6,3,0,1,2,3,0,135,148,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,5,2,0,0,3,4,0,135,133,0,0,0,0.0%,0.0%,0.0%,2,P,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,4,0,0,0,3,0,104,111,1,0,2,0.9%,0.0%,1.8%,0,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,4,0,0,0,3,0,104,114,4,0,2,3.5%,0.0%,1.8%,0,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,4,0,0,0,3,0,104,81,4,0,2,4.9%,0.0%,2.5%,0,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,3,1,0,0,3,0,104,86,4,0,3,4.7%,0.0%,3.5%,1,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,3,1,0,0,3,0,104,86,4,0,3,4.7%,0.0%,3.5%,1,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,4,3,1,0,0,3,0,104,90,5,1,3,5.6%,1.1%,3.3%,1,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,4,2,2,0,0,3,0,104,100,5,1,5,5.0%,1.0%,5.0%,2,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,4,2,1,0,1,3,0,104,102,7,3,6,6.9%,2.9%,5.9%,2,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,3,1,1,0,1,2,0,96,75,6,3,5,8.0%,4.0%,6.7%,2,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,3,1,1,0,1,2,0,96,78,6,3,6,7.7%,3.8%,7.7%,2,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,4,2,1,0,1,2,0,116,91,6,3,7,6.6%,3.3%,7.7%,2,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,3,3,0,0,0,2,0,70,73,2,1,8,2.7%,1.4%,11.0%,0,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,3,3,0,0,0,2,0,70,74,2,1,8,2.7%,1.4%,10.8%,0,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,3,2,1,0,0,2,0,70,76,2,1,9,2.6%,1.3%,11.8%,1,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,3,2,1,0,0,2,0,70,55,2,1,12,3.6%,1.8%,21.8%,1,P,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
