Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,area,date,source
Mar 2020,4,0,0,1,3,3,0,100,101,0,0,4,0.0%,0.0%,4.0%,3,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,4,0,0,1,3,2,0,100,68,0,0,4,0.0%,0.0%,5.9%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,4,0,0,1,3,2,0,100,70,0,0,4,0.0%,0.0%,5.7%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,4,0,0,1,3,2,0,100,72,1,0,5,1.4%,0.0%,6.9%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,3,1,0,0,2,0,72,75,0,0,0,0.0%,0.0%,0.0%,1,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,3,2,0,1,0,2,0,72,81,0,0,0,0.0%,0.0%,0.0%,1,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,3,0,1,2,0,3,0,72,90,0,0,0,0.0%,0.0%,0.0%,3,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,3,0,1,1,1,2,0,72,72,0,0,0,0.0%,0.0%,0.0%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,3,0,1,1,1,2,0,72,75,0,0,0,0.0%,0.0%,0.0%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,3,0,1,1,1,2,0,72,76,0,0,0,0.0%,0.0%,0.0%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,5,2,0,1,2,4,0,112,119,0,0,0,0.0%,0.0%,0.0%,3,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,2,0,1,2,4,0,112,131,0,0,0,0.0%,0.0%,0.0%,3,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,5,2,0,0,3,4,0,112,135,0,0,0,0.0%,0.0%,0.0%,3,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,5,2,0,0,3,4,0,112,116,0,0,0,0.0%,0.0%,0.0%,2,A,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,6,5,1,0,0,5,0,247,257,1,1,2,0.4%,0.4%,0.8%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,6,5,1,0,0,5,0,296,258,2,1,2,0.8%,0.4%,0.8%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,6,5,0,1,0,5,0,296,283,4,1,3,1.4%,0.4%,1.1%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,5,4,0,1,0,3,0,272,208,4,2,6,1.9%,1.0%,2.9%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,6,5,0,1,0,4,0,296,239,4,2,7,1.7%,0.8%,2.9%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,6,4,1,0,1,4,0,296,239,7,3,8,2.9%,1.3%,3.3%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,6,4,1,0,1,5,0,296,259,8,3,10,3.1%,1.2%,3.9%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,6,4,1,0,1,5,0,296,282,10,3,12,3.5%,1.1%,4.3%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,6,3,1,1,1,5,0,296,294,13,3,13,4.4%,1.0%,4.4%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,5,2,1,1,1,3,0,286,164,13,3,13,7.9%,1.8%,7.9%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,5,2,1,1,1,3,0,286,193,13,4,16,6.7%,2.1%,8.3%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,6,2,1,2,1,6,0,323,264,16,5,17,6.1%,1.9%,6.4%,4,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,4,0,0,0,4,0,164,207,0,0,2,0.0%,0.0%,1.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,3,1,0,0,4,0,164,211,0,0,3,0.0%,0.0%,1.4%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,3,1,0,0,3,0,164,185,0,0,3,0.0%,0.0%,1.6%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,3,1,0,0,3,0,164,203,0,0,3,0.0%,0.0%,1.5%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,3,1,0,0,3,0,164,204,1,0,3,0.5%,0.0%,1.5%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,5,4,1,0,0,4,0,194,243,1,1,4,0.4%,0.4%,1.6%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,5,3,1,0,1,4,0,194,247,4,2,4,1.6%,0.8%,1.6%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,5,2,2,0,1,4,0,194,254,5,2,5,2.0%,0.8%,2.0%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,5,2,1,0,2,3,0,194,150,6,4,7,4.0%,2.7%,4.7%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,5,2,1,0,2,4,0,194,235,6,4,7,2.6%,1.7%,3.0%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,5,2,1,0,2,4,0,194,238,6,4,7,2.5%,1.7%,2.9%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,4,4,0,0,0,4,0,163,167,1,0,0,0.6%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,4,4,0,0,0,4,0,163,168,1,0,0,0.6%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,4,4,0,0,0,4,0,163,170,1,0,0,0.6%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,4,4,0,0,0,4,0,163,166,1,0,1,0.6%,0.0%,0.6%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,5,5,0,0,0,4,0,195,176,1,0,1,0.6%,0.0%,0.6%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,5,5,0,0,0,4,0,195,178,1,0,1,0.6%,0.0%,0.6%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,5,5,0,0,0,4,0,195,182,1,0,2,0.5%,0.0%,1.1%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,5,5,0,0,0,4,0,195,186,1,0,2,0.5%,0.0%,1.1%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,5,5,0,0,0,4,0,195,188,1,0,2,0.5%,0.0%,1.1%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,5,4,0,1,0,3,0,195,85,1,2,3,1.2%,2.4%,3.5%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,5,3,1,1,0,4,0,195,99,1,3,5,1.0%,3.0%,5.1%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,6,3,1,2,0,5,0,225,203,1,4,5,0.5%,2.0%,2.5%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,2,2,0,0,0,2,0,119,86,0,0,0,0.0%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,3,3,0,0,0,3,0,147,152,0,0,1,0.0%,0.0%,0.7%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,3,3,0,0,0,3,0,147,153,1,0,4,0.7%,0.0%,2.6%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,5,5,0,0,0,5,0,190,178,1,0,4,0.6%,0.0%,2.2%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,5,5,0,0,0,5,0,190,182,1,0,4,0.5%,0.0%,2.2%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,7,5,2,0,0,5,0,230,186,1,1,7,0.5%,0.5%,3.8%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,7,5,1,1,0,5,0,230,191,2,1,9,1.0%,0.5%,4.7%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,7,3,2,1,1,5,0,230,200,2,3,11,1.0%,1.5%,5.5%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,7,2,3,1,1,5,0,230,202,2,3,11,1.0%,1.5%,5.4%,4,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,9,3,2,3,1,6,0,270,191,4,3,13,2.1%,1.6%,6.8%,6,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,10,4,2,2,2,8,0,310,262,4,3,13,1.5%,1.1%,5.0%,6,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,10,3,2,2,3,9,0,310,271,5,3,14,1.8%,1.1%,5.2%,6,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,3,3,0,0,0,2,0,66,76,1,0,5,1.3%,0.0%,6.6%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,3,0,1,0,2,0,86,89,1,1,5,1.1%,1.1%,5.6%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,2,0,1,1,3,0,86,101,2,1,5,2.0%,1.0%,5.0%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,4,2,0,1,1,0,0,86,71,3,1,5,4.2%,1.4%,7.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,4,2,0,1,1,1,0,86,75,4,1,6,5.3%,1.3%,8.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,1,0,1,2,3,0,86,87,5,1,7,5.7%,1.1%,8.0%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,1,0,1,2,3,1,86,95,5,1,8,5.3%,1.1%,8.4%,3,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,4,0,1,1,2,3,1,86,99,5,1,9,5.1%,1.0%,9.1%,4,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,5,1,1,1,2,4,0,106,110,5,1,9,4.5%,0.9%,8.2%,4,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,5,1,1,0,3,1,0,106,49,5,1,9,10.2%,2.0%,18.4%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,5,1,1,0,3,1,0,106,65,5,2,9,7.7%,3.1%,13.8%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,5,1,1,0,3,1,0,106,68,7,3,12,10.3%,4.4%,17.6%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,5,5,0,0,0,1,0,69,75,0,0,0,0.0%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,5,4,1,0,0,2,1,69,86,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,5,3,2,0,0,3,0,69,92,0,0,0,0.0%,0.0%,0.0%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,5,3,2,0,0,1,0,69,59,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,5,3,2,0,0,1,0,69,61,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,5,3,2,0,0,1,0,69,64,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,5,3,2,0,0,1,0,69,66,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,3,0,1,1,1,0,69,69,0,0,0,0.0%,0.0%,0.0%,1,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,5,3,0,0,2,1,1,69,71,0,0,0,0.0%,0.0%,0.0%,2,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,5,3,0,0,2,0,0,69,48,0,0,0,0.0%,0.0%,0.0%,0,A,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,5,5,0,0,0,4,0,131,131,0,0,0,0.0%,0.0%,0.0%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,5,5,0,0,0,4,0,133,137,0,0,1,0.0%,0.0%,0.7%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,5,5,0,0,0,4,0,133,139,0,0,2,0.0%,0.0%,1.4%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,5,4,1,0,0,3,0,133,108,1,0,3,0.9%,0.0%,2.8%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,5,4,1,0,0,3,0,133,110,1,0,3,0.9%,0.0%,2.7%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,5,4,1,0,0,3,0,133,116,2,0,4,1.7%,0.0%,3.4%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,5,4,0,1,0,3,0,133,118,4,0,5,3.4%,0.0%,4.2%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,5,4,0,1,0,3,0,133,123,6,0,7,4.9%,0.0%,5.7%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,5,3,1,0,1,3,0,133,129,6,2,7,4.7%,1.6%,5.4%,2,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,4,2,1,0,1,1,0,122,100,7,2,9,7.0%,2.0%,9.0%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,5,3,1,0,1,1,0,142,102,7,3,12,6.9%,2.9%,11.8%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,5,2,0,2,1,4,0,163,157,10,3,14,6.4%,1.9%,8.9%,3,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,4,4,0,0,0,3,0,138,137,0,0,1,0.0%,0.0%,0.7%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,4,4,0,0,0,3,0,138,139,0,0,2,0.0%,0.0%,1.4%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,4,4,0,0,0,4,0,138,178,0,0,2,0.0%,0.0%,1.1%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,4,3,1,0,0,4,0,138,153,0,0,3,0.0%,0.0%,2.0%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,4,3,1,0,0,4,0,138,156,0,0,5,0.0%,0.0%,3.2%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,4,3,1,0,0,3,0,138,130,2,0,6,1.5%,0.0%,4.6%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,4,3,1,0,0,4,0,138,159,2,0,6,1.3%,0.0%,3.8%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,4,3,0,0,1,4,0,138,163,4,1,6,2.5%,0.6%,3.7%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,4,3,0,0,1,4,0,138,168,4,1,7,2.4%,0.6%,4.2%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,5,4,0,0,1,3,0,158,112,4,3,7,3.6%,2.7%,6.3%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,5,4,0,0,1,3,0,158,121,5,4,7,4.1%,3.3%,5.8%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,5,4,0,0,1,4,0,158,150,6,5,8,4.0%,3.3%,5.3%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,5,5,0,0,0,3,0,89,94,1,2,2,1.1%,2.1%,2.1%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,5,5,0,0,0,3,0,89,101,1,2,4,1.0%,2.0%,4.0%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,5,5,0,0,0,3,0,89,103,1,2,7,1.0%,1.9%,6.8%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,5,4,1,0,0,2,0,89,87,3,2,7,3.4%,2.3%,8.0%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,5,3,2,0,0,1,0,89,80,4,2,8,5.0%,2.5%,10.0%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,6,4,1,1,0,2,0,112,110,5,2,12,4.5%,1.8%,10.9%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,7,4,1,2,0,2,0,132,120,5,2,12,4.2%,1.7%,10.0%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,7,3,2,1,1,3,0,132,138,5,3,13,3.6%,2.2%,9.4%,2,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,7,1,3,1,2,4,1,132,165,9,4,14,5.5%,2.4%,8.5%,4,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,7,1,1,2,3,4,1,132,150,9,4,15,6.0%,2.7%,10.0%,4,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,7,1,1,2,3,5,0,132,158,9,4,15,5.7%,2.5%,9.5%,4,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,7,1,1,2,3,5,0,132,159,10,4,17,6.3%,2.5%,10.7%,5,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,4,4,0,0,0,3,0,93,105,0,0,0,0.0%,0.0%,0.0%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,4,0,0,0,3,0,93,107,0,0,0,0.0%,0.0%,0.0%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,3,0,1,0,3,0,93,110,1,0,1,0.9%,0.0%,0.9%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,4,3,0,1,0,1,0,93,80,1,0,1,1.3%,0.0%,1.3%,0,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,5,4,0,1,0,3,0,113,104,1,0,1,1.0%,0.0%,1.0%,1,A,4,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
